state_name,county_name,income cat,PCTELIG,PCTLIIC,DRD
New York                                                              ,Cattaraugus County                           ,2,4,40.1,1
New York                                                              ,Cattaraugus County                           ,3,2.3,21.1,0
New York                                                              ,Cattaraugus County                           ,4,5.5,63,4
New York                                                              ,Cattaraugus County                           ,5,3.2,41.9,2
New York                                                              ,Cayuga County                                ,0,5.1,94.9,2
New York                                                              ,Cayuga County                                ,1,2.2,27.6,3
New York                                                              ,Cayuga County                                ,2,2.8,35.5,4
New York                                                              ,Cayuga County                                ,3,1.3,17.4,1
New York                                                              ,Cayuga County                                ,4,4.1,58.6,2
New York                                                              ,Cayuga County                                ,5,2.7,41.2,2
New York                                                              ,Cayuga County                                ,0,5.9,94.1,3
New York                                                              ,Cayuga County                                ,1,2.5,26.5,5
New York                                                              ,Cayuga County                                ,2,3.2,34.3,3
New York                                                              ,Cayuga County                                ,3,1.4,16,1
New York                                                              ,Cayuga County                                ,4,4.7,57.1,2
New York                                                              ,Cayuga County                                ,5,3.3,41.1,4
New York                                                              ,Cayuga County                                ,0,4.2,95.8,5
New York                                                              ,Cayuga County                                ,1,1.9,28.9,1
New York                                                              ,Cayuga County                                ,2,2.4,36.8,3
New York                                                              ,Cayuga County                                ,3,1.2,18.7,2
New York                                                              ,Cayuga County                                ,4,3.4,60.1,5
New York                                                              ,Cayuga County                                ,5,2.2,41.4,3
New York                                                              ,Cayuga County                                ,0,5.8,94.2,5
New York                                                              ,Cayuga County                                ,1,2.5,24.4,4
New York                                                              ,Cayuga County                                ,2,3.2,31.7,5
New York                                                              ,Cayuga County                                ,3,1.5,15.1,2
New York                                                              ,Cayuga County                                ,4,4.7,54.2,5
New York                                                              ,Cayuga County                                ,5,3.1,39.1,4
New York                                                              ,Cayuga County                                ,0,7,93,3
New York                                                              ,Cayuga County                                ,1,2.9,22.4,2
New York                                                              ,Cayuga County                                ,2,3.8,29.7,0
New York                                                              ,Cayuga County                                ,3,1.7,13.2,1
New York                                                              ,Cayuga County                                ,4,5.6,51.6,4
New York                                                              ,Cayuga County                                ,5,3.9,38.4,4
New York                                                              ,Cayuga County                                ,0,4.6,95.4,1
New York                                                              ,Cayuga County                                ,1,2.1,26.3,5
New York                                                              ,Cayuga County                                ,2,2.6,33.8,4
New York                                                              ,Cayuga County                                ,3,1.4,17,5
New York                                                              ,Cayuga County                                ,4,3.7,56.8,2
New York                                                              ,Cayuga County                                ,5,2.4,39.8,0
New York                                                              ,Cayuga County                                ,0,4.9,95.1,0
New York                                                              ,Cayuga County                                ,1,1.9,20.6,4
New York                                                              ,Cayuga County                                ,2,2.5,27.1,4
New York                                                              ,Cayuga County                                ,3,1.2,13,3
New York                                                              ,Cayuga County                                ,4,3.8,49.2,5
New York                                                              ,Cayuga County                                ,5,2.6,36.2,0
New York                                                              ,Cayuga County                                ,0,5.7,94.3,1
New York                                                              ,Cayuga County                                ,1,2.2,19.7,4
New York                                                              ,Cayuga County                                ,2,2.8,25.8,1
New York                                                              ,Cayuga County                                ,3,1.3,12.1,5
New York                                                              ,Cayuga County                                ,4,4.4,47.8,4
New York                                                              ,Cayuga County                                ,5,3.1,35.7,2
New York                                                              ,Cayuga County                                ,0,4.2,95.8,1
New York                                                              ,Cayuga County                                ,1,1.7,21.5,4
New York                                                              ,Cayuga County                                ,2,2.2,28.4,0
New York                                                              ,Cayuga County                                ,3,1.1,13.9,4
New York                                                              ,Cayuga County                                ,4,3.2,50.7,1
New York                                                              ,Cayuga County                                ,5,2.1,36.8,3
New York                                                              ,Cayuga County                                ,0,4.2,95.8,4
New York                                                              ,Cayuga County                                ,1,1.6,20.6,5
New York                                                              ,Cayuga County                                ,2,2,26.7,3
New York                                                              ,Cayuga County                                ,3,1,13.4,2
New York                                                              ,Cayuga County                                ,4,3.1,48,2
New York                                                              ,Cayuga County                                ,5,2.1,34.6,0
New York                                                              ,Cayuga County                                ,0,4.9,95.1,4
New York                                                              ,Cayuga County                                ,1,1.8,19.8,4
New York                                                              ,Cayuga County                                ,2,2.3,25.5,4
New York                                                              ,Cayuga County                                ,3,1.2,12.6,5
New York                                                              ,Cayuga County                                ,4,3.7,46.7,2
New York                                                              ,Cayuga County                                ,5,2.5,34.1,2
New York                                                              ,Cayuga County                                ,0,3.6,96.4,2
New York                                                              ,Cayuga County                                ,1,1.3,21.3,3
New York                                                              ,Cayuga County                                ,2,1.7,27.9,1
New York                                                              ,Cayuga County                                ,3,0.9,14.1,0
New York                                                              ,Cayuga County                                ,4,2.6,49.3,1
New York                                                              ,Cayuga County                                ,5,1.8,35.1,5
New York                                                              ,Cayuga County                                ,0,2.8,97.2,4
New York                                                              ,Cayuga County                                ,1,1.3,37,1
New York                                                              ,Cayuga County                                ,2,1.7,46.4,0
New York                                                              ,Cayuga County                                ,3,0.8,23.8,5
New York                                                              ,Cayuga County                                ,4,2.4,71.3,1
New York                                                              ,Cayuga County                                ,5,1.6,47.4,0
New York                                                              ,Cayuga County                                ,0,5.8,94.2,2
New York                                                              ,Cayuga County                                ,1,2.5,24,2
New York                                                              ,Cayuga County                                ,2,3.2,31.3,5
New York                                                              ,Cayuga County                                ,3,1.5,14.8,3
New York                                                              ,Cayuga County                                ,4,4.6,53.7,3
New York                                                              ,Cayuga County                                ,5,3.2,38.9,4
New York                                                              ,Cayuga County                                ,0,7.1,92.9,3
New York                                                              ,Cayuga County                                ,1,2.9,22,2
New York                                                              ,Cayuga County                                ,2,3.8,29.2,2
New York                                                              ,Cayuga County                                ,3,1.6,12.9,1
New York                                                              ,Cayuga County                                ,4,5.6,51.1,3
New York                                                              ,Cayuga County                                ,5,4,38.2,1
New York                                                              ,Cayuga County                                ,0,4.5,95.5,4
New York                                                              ,Cayuga County                                ,1,2,25.9,5
New York                                                              ,Cayuga County                                ,2,2.5,33.3,4
New York                                                              ,Cayuga County                                ,3,1.3,16.6,3
New York                                                              ,Cayuga County                                ,4,3.7,56.3,4
New York                                                              ,Cayuga County                                ,5,2.3,39.7,1
New York                                                              ,Chautauqua County                            ,0,5.3,94.7,1
New York                                                              ,Chautauqua County                            ,1,2.6,36.3,1
New York                                                              ,Chautauqua County                            ,2,3.2,44.9,5
New York                                                              ,Chautauqua County                            ,3,1.8,25.3,2
New York                                                              ,Chautauqua County                            ,4,4.5,67.1,0
New York                                                              ,Chautauqua County                            ,5,2.7,41.8,3
New York                                                              ,Chautauqua County                            ,0,6.3,93.7,5
New York                                                              ,Chautauqua County                            ,1,3,34.1,0
New York                                                              ,Chautauqua County                            ,2,3.8,42.3,1
New York                                                              ,Chautauqua County                            ,3,2,23.8,0
New York                                                              ,Chautauqua County                            ,4,5.3,65,0
New York                                                              ,Chautauqua County                            ,5,3.3,41.2,0
New York                                                              ,Chautauqua County                            ,0,4.2,95.8,1
New York                                                              ,Chautauqua County                            ,1,2.2,38.6,1
New York                                                              ,Chautauqua County                            ,2,2.7,47.5,2
New York                                                              ,Chautauqua County                            ,3,1.5,26.9,0
New York                                                              ,Chautauqua County                            ,4,3.6,69.2,2
New York                                                              ,Chautauqua County                            ,5,2.1,42.3,1
New York                                                              ,Chautauqua County                            ,0,6.3,93.7,1
New York                                                              ,Chautauqua County                            ,1,3.1,31.5,2
New York                                                              ,Chautauqua County                            ,2,3.8,39.6,3
New York                                                              ,Chautauqua County                            ,3,2.1,21.4,4
New York                                                              ,Chautauqua County                            ,4,5.3,62.4,4
New York                                                              ,Chautauqua County                            ,5,3.2,40.9,4
New York                                                              ,Chautauqua County                            ,0,7.6,92.4,1
New York                                                              ,Chautauqua County                            ,1,3.6,28.4,1
New York                                                              ,Chautauqua County                            ,2,4.5,36,4
New York                                                              ,Chautauqua County                            ,3,2.4,19.3,5
New York                                                              ,Chautauqua County                            ,4,6.4,59.5,0
New York                                                              ,Chautauqua County                            ,5,4,40.2,4
New York                                                              ,Chautauqua County                            ,0,5,95,0
New York                                                              ,Chautauqua County                            ,1,2.6,34.7,2
New York                                                              ,Chautauqua County                            ,2,3.2,43.2,2
New York                                                              ,Chautauqua County                            ,3,1.8,23.6,5
New York                                                              ,Chautauqua County                            ,4,4.2,65.3,5
New York                                                              ,Chautauqua County                            ,5,2.4,41.7,1
New York                                                              ,Chautauqua County                            ,0,5.3,94.7,0
New York                                                              ,Chautauqua County                            ,1,2.3,25.7,0
New York                                                              ,Chautauqua County                            ,2,2.9,33.2,2
New York                                                              ,Chautauqua County                            ,3,1.5,16.8,0
New York                                                              ,Chautauqua County                            ,4,4.3,56.8,2
New York                                                              ,Chautauqua County                            ,5,2.8,40,5
New York                                                              ,Chautauqua County                            ,0,6.5,93.5,5
New York                                                              ,Chautauqua County                            ,1,2.8,24.1,4
New York                                                              ,Chautauqua County                            ,2,3.5,30.7,0
New York                                                              ,Chautauqua County                            ,3,1.9,16,1
New York                                                              ,Chautauqua County                            ,4,5.3,54.9,5
New York                                                              ,Chautauqua County                            ,5,3.5,38.8,3
New York                                                              ,Chautauqua County                            ,0,4,96,0
New York                                                              ,Chautauqua County                            ,1,1.7,27.3,5
New York                                                              ,Chautauqua County                            ,2,2.2,35.7,2
New York                                                              ,Chautauqua County                            ,3,1.1,17.5,0
New York                                                              ,Chautauqua County                            ,4,3.3,58.7,3
New York                                                              ,Chautauqua County                            ,5,2.1,41.2,1
New York                                                              ,Chautauqua County                            ,0,4.8,95.2,2
New York                                                              ,Chautauqua County                            ,1,1.9,24.3,2
New York                                                              ,Chautauqua County                            ,2,2.5,31.3,0
New York                                                              ,Chautauqua County                            ,3,1.3,15.9,4
New York                                                              ,Chautauqua County                            ,4,3.8,54.3,1
New York                                                              ,Chautauqua County                            ,5,2.5,38.4,3
New York                                                              ,Chautauqua County                            ,0,5.7,94.3,3
New York                                                              ,Chautauqua County                            ,1,2.4,23.1,3
New York                                                              ,Chautauqua County                            ,2,3,29.2,4
New York                                                              ,Chautauqua County                            ,3,1.6,15.3,5
New York                                                              ,Chautauqua County                            ,4,4.5,52.2,5
New York                                                              ,Chautauqua County                            ,5,2.9,36.9,0
New York                                                              ,Chautauqua County                            ,0,3.9,96.1,4
New York                                                              ,Chautauqua County                            ,1,1.5,25.5,0
New York                                                              ,Chautauqua County                            ,2,2,33.5,5
New York                                                              ,Chautauqua County                            ,3,1,16.4,5
New York                                                              ,Chautauqua County                            ,4,3,56.3,4
New York                                                              ,Chautauqua County                            ,5,2,39.9,4
New York                                                              ,Chautauqua County                            ,0,2.4,97.6,1
New York                                                              ,Chautauqua County                            ,1,1.3,49.7,5
New York                                                              ,Chautauqua County                            ,2,1.6,59.7,3
New York                                                              ,Chautauqua County                            ,3,0.9,36,4
New York                                                              ,Chautauqua County                            ,4,2.1,80.2,1
New York                                                              ,Chautauqua County                            ,5,1.2,44.2,5
New York                                                              ,Chautauqua County                            ,0,6.3,93.7,2
New York                                                              ,Chautauqua County                            ,1,3.1,30.9,2
New York                                                              ,Chautauqua County                            ,2,3.8,38.9,2
New York                                                              ,Chautauqua County                            ,3,2.1,21,5
New York                                                              ,Chautauqua County                            ,4,5.3,61.8,0
New York                                                              ,Chautauqua County                            ,5,3.2,40.8,4
New York                                                              ,Chautauqua County                            ,0,7.7,92.3,1
New York                                                              ,Chautauqua County                            ,1,3.6,27.7,4
New York                                                              ,Chautauqua County                            ,2,4.5,35.2,3
New York                                                              ,Chautauqua County                            ,3,2.4,18.8,3
New York                                                              ,Chautauqua County                            ,4,6.5,58.9,1
New York                                                              ,Chautauqua County                            ,5,4.1,40.1,4
New York                                                              ,Chautauqua County                            ,0,4.9,95.1,5
New York                                                              ,Chautauqua County                            ,1,2.6,34.1,4
New York                                                              ,Chautauqua County                            ,2,3.1,42.6,3
New York                                                              ,Chautauqua County                            ,3,1.8,23.1,3
New York                                                              ,Chautauqua County                            ,4,4.2,64.7,0
New York                                                              ,Chautauqua County                            ,5,2.4,41.6,5
New York                                                              ,Chemung County                               ,0,4.2,95.8,3
New York                                                              ,Chemung County                               ,1,2.1,31.7,4
New York                                                              ,Chemung County                               ,2,2.6,39.3,0
New York                                                              ,Chemung County                               ,3,1.4,20.8,1
New York                                                              ,Chemung County                               ,4,3.4,59.9,1
New York                                                              ,Chemung County                               ,5,2.1,39.1,4
New York                                                              ,Chemung County                               ,0,4.4,95.6,1
New York                                                              ,Chemung County                               ,1,2,29.5,4
New York                                                              ,Chemung County                               ,2,2.6,37.1,0
New York                                                              ,Chemung County                               ,3,1.3,19,1
New York                                                              ,Chemung County                               ,4,3.6,58.2,5
New York                                                              ,Chemung County                               ,5,2.3,39.2,0
New York                                                              ,Chemung County                               ,0,3.9,96.1,1
New York                                                              ,Chemung County                               ,1,2.1,33.9,4
New York                                                              ,Chemung County                               ,2,2.6,41.4,3
New York                                                              ,Chemung County                               ,3,1.5,22.5,4
New York                                                              ,Chemung County                               ,4,3.3,61.5,5
New York                                                              ,Chemung County                               ,5,1.8,39,5
New York                                                              ,Chemung County                               ,0,5.1,94.9,1
New York                                                              ,Chemung County                               ,1,2.5,28.1,4
New York                                                              ,Chemung County                               ,2,3.1,35.1,4
New York                                                              ,Chemung County                               ,3,1.6,18,0
New York                                                              ,Chemung County                               ,4,4.2,55.5,4
New York                                                              ,Chemung County                               ,5,2.5,37.5,1
New York                                                              ,Chemung County                               ,0,5.5,94.5,2
New York                                                              ,Chemung County                               ,1,2.5,25.3,5
New York                                                              ,Chemung County                               ,2,3.2,32.2,4
New York                                                              ,Chemung County                               ,3,1.5,15.9,1
New York                                                              ,Chemung County                               ,4,4.5,53.7,5
New York                                                              ,Chemung County                               ,5,2.9,37.8,4
New York                                                              ,Chemung County                               ,0,4.7,95.3,4
New York                                                              ,Chemung County                               ,1,2.5,30.8,5
New York                                                              ,Chemung County                               ,2,3,37.9,1
New York                                                              ,Chemung County                               ,3,1.7,20.1,4
New York                                                              ,Chemung County                               ,4,3.9,57.3,2
New York                                                              ,Chemung County                               ,5,2.2,37.2,0
New York                                                              ,Chemung County                               ,0,4.3,95.7,4
New York                                                              ,Chemung County                               ,1,1.9,23,0
New York                                                              ,Chemung County                               ,2,2.4,29.4,1
New York                                                              ,Chemung County                               ,3,1.2,14.5,1
New York                                                              ,Chemung County                               ,4,3.3,49.3,0
New York                                                              ,Chemung County                               ,5,2.1,34.8,3
New York                                                              ,Chemung County                               ,0,4.6,95.4,5
New York                                                              ,Chemung County                               ,1,1.9,21,1
New York                                                              ,Chemung County                               ,2,2.4,27.1,2
New York                                                              ,Chemung County                               ,3,1.2,13.4,4
New York                                                              ,Chemung County                               ,4,3.6,47.7,1
New York                                                              ,Chemung County                               ,5,2.4,34.3,4
New York                                                              ,Chemung County                               ,0,4,96,5
New York                                                              ,Chemung County                               ,1,1.9,25,3
New York                                                              ,Chemung County                               ,2,2.3,31.6,0
New York                                                              ,Chemung County                               ,3,1.2,15.5,5
New York                                                              ,Chemung County                               ,4,3.1,50.8,4
New York                                                              ,Chemung County                               ,5,1.9,35.3,3
New York                                                              ,Chemung County                               ,0,3.9,96.1,0
New York                                                              ,Chemung County                               ,1,1.6,22.5,0
New York                                                              ,Chemung County                               ,2,2,28.1,2
New York                                                              ,Chemung County                               ,3,1,13.9,4
New York                                                              ,Chemung County                               ,4,3,48,0
New York                                                              ,Chemung County                               ,5,1.9,34.1,2
New York                                                              ,Chemung County                               ,0,4,96,4
New York                                                              ,Chemung County                               ,1,1.5,20.2,1
New York                                                              ,Chemung County                               ,2,2,25.3,4
New York                                                              ,Chemung County                               ,3,1,12.7,5
New York                                                              ,Chemung County                               ,4,3,45.8,3
New York                                                              ,Chemung County                               ,5,2,33.1,3
New York                                                              ,Chemung County                               ,0,3.8,96.2,4
New York                                                              ,Chemung County                               ,1,1.7,24.8,0
New York                                                              ,Chemung County                               ,2,2.1,30.7,3
New York                                                              ,Chemung County                               ,3,1.1,15,3
New York                                                              ,Chemung County                               ,4,2.9,50,5
New York                                                              ,Chemung County                               ,5,1.8,35,3
New York                                                              ,Chemung County                               ,0,1.8,98.2,0
New York                                                              ,Chemung County                               ,1,1,41.1,2
New York                                                              ,Chemung County                               ,2,1.2,50,4
New York                                                              ,Chemung County                               ,3,0.7,27.9,3
New York                                                              ,Chemung County                               ,4,1.5,71.1,0
New York                                                              ,Chemung County                               ,5,0.8,43.2,3
New York                                                              ,Chemung County                               ,0,5.1,94.9,4
New York                                                              ,Chemung County                               ,1,2.5,27.6,0
New York                                                              ,Chemung County                               ,2,3.1,34.6,0
New York                                                              ,Chemung County                               ,3,1.6,17.6,1
New York                                                              ,Chemung County                               ,4,4.2,55,5
New York                                                              ,Chemung County                               ,5,2.6,37.5,0
New York                                                              ,Chemung County                               ,0,5.6,94.4,0
New York                                                              ,Chemung County                               ,1,2.5,24.7,3
New York                                                              ,Chemung County                               ,2,3.1,31.6,3
New York                                                              ,Chemung County                               ,3,1.5,15.4,2
New York                                                              ,Chemung County                               ,4,4.5,53.2,4
New York                                                              ,Chemung County                               ,5,3,37.7,5
New York                                                              ,Chemung County                               ,0,4.7,95.3,2
New York                                                              ,Chemung County                               ,1,2.5,30.3,2
New York                                                              ,Chemung County                               ,2,3,37.3,3
New York                                                              ,Chemung County                               ,3,1.7,19.6,1
New York                                                              ,Chemung County                               ,4,3.9,56.8,4
New York                                                              ,Chemung County                               ,5,2.2,37.2,4
New York                                                              ,Chenango County                              ,0,5.1,94.9,4
New York                                                              ,Chenango County                              ,1,2.5,33.2,1
New York                                                              ,Chenango County                              ,2,3.1,41.9,0
New York                                                              ,Chenango County                              ,3,1.6,21.3,0
New York                                                              ,Chenango County                              ,4,4.3,65.6,0
New York                                                              ,Chenango County                              ,5,2.7,44.3,2
New York                                                              ,Chenango County                              ,0,5.9,94.1,3
New York                                                              ,Chenango County                              ,1,2.7,30.9,5
New York                                                              ,Chenango County                              ,2,3.5,39.6,2
New York                                                              ,Chenango County                              ,3,1.7,19,3
New York                                                              ,Chenango County                              ,4,5,64.3,5
New York                                                              ,Chenango County                              ,5,3.3,45.2,1
New York                                                              ,Chenango County                              ,0,4.2,95.8,4
New York                                                              ,Chenango County                              ,1,2.2,35.5,0
New York                                                              ,Chenango County                              ,2,2.7,44.3,0
New York                                                              ,Chenango County                              ,3,1.6,23.6,0
New York                                                              ,Chenango County                              ,4,3.6,66.9,2
New York                                                              ,Chenango County                              ,5,2.1,43.3,4
New York                                                              ,Chenango County                              ,0,6.1,93.9,1
New York                                                              ,Chenango County                              ,1,2.9,29.5,3
New York                                                              ,Chenango County                              ,2,3.7,37.6,1
New York                                                              ,Chenango County                              ,3,1.9,18.9,1
New York                                                              ,Chenango County                              ,4,5.2,61.1,0
New York                                                              ,Chenango County                              ,5,3.2,42.2,5
New York                                                              ,Chenango County                              ,0,7.2,92.8,2
New York                                                              ,Chenango County                              ,1,3.3,26.9,5
New York                                                              ,Chenango County                              ,2,4.2,34.6,4
New York                                                              ,Chenango County                              ,3,2,16.4,5
New York                                                              ,Chenango County                              ,4,6,59.1,0
New York                                                              ,Chenango County                              ,5,4,42.6,5
New York                                                              ,Chenango County                              ,0,5,95,0
New York                                                              ,Chenango County                              ,1,2.6,32.3,3
New York                                                              ,Chenango County                              ,2,3.2,40.6,0
New York                                                              ,Chenango County                              ,3,1.8,21.5,0
New York                                                              ,Chenango County                              ,4,4.3,63.2,1
New York                                                              ,Chenango County                              ,5,2.4,41.7,1
New York                                                              ,Chenango County                              ,0,5.1,94.9,1
New York                                                              ,Chenango County                              ,1,2.3,25.6,0
New York                                                              ,Chenango County                              ,2,2.9,33.5,2
New York                                                              ,Chenango County                              ,3,1.5,16.8,2
New York                                                              ,Chenango County                              ,4,4.2,56.7,4
New York                                                              ,Chenango County                              ,5,2.6,39.9,1
New York                                                              ,Chenango County                              ,0,5.6,94.4,0
New York                                                              ,Chenango County                              ,1,2.4,24.3,2
New York                                                              ,Chenango County                              ,2,3.1,32,2
New York                                                              ,Chenango County                              ,3,1.6,15.7,3
New York                                                              ,Chenango County                              ,4,4.6,55.6,2
New York                                                              ,Chenango County                              ,5,3,39.9,5
New York                                                              ,Chenango County                              ,0,4.5,95.5,5
New York                                                              ,Chenango County                              ,1,2.1,26.8,4
New York                                                              ,Chenango County                              ,2,2.7,35,3
New York                                                              ,Chenango County                              ,3,1.5,17.9,1
New York                                                              ,Chenango County                              ,4,3.7,57.9,0
